Sequencing run	Lab code	Sample type	Sample category	Stall ID	NC_012920.1 Homo sapiens	NC_013700.1 Nyctereutes procyonoides	NC_002008.4 Canis lupus	NC_001913.1 Oryctolagus cuniculus	NC_012095.1 Sus scrofa	NC_026063.1 Ovis orientalis	NC_021478.1 Rhizomys pruinosus	KX964606.1 Erinaceus amurensis	NC_006853.1 Bos taurus	NC_011638.1 Rattus tanezumi	NC_001700.1 Felis catus	NC_025316.1 Lepus sinensis	KR866125.1 Capra hircus	NC_004069.1 Muntiacus reevesi	NC_020645.1 Arctonyx collaris	NC_018367.1 Marmota himalayana	KR816507.1 Hystrix brachyura	NC_008066.1 Chlorocebus sabaeus	NC_035866.1 Myocastor coypus	NC_008434.1 Vulpes vulpes	NC_026529.1 Vulpes lagopus	NC_029403.1 Paguma larvata	MN400429.1 Melogale moschata	NC_020637.1 Mustela sibirica	NC_001640.1 Equus caballus	NC_006295.1 Bubalus carabanensis	NC_069637.1 Hystrix indica	NC_005033.1 Hemiechinus auritus	NC_039104.1 Rhizomys sumatrensis	NC_014861.1 Rattus tunneyi	NC_012389.1 Rattus exulans	NC_026124.1 Rhizomys sinensis	NC_036369.1 Otocyon megalotis
SRR23971532	HJ200014-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	0	332	0	0	0	0	63	0	0	0	0	0	0	0	37	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971533	A20	sars2_amplicon	market_west_Jan1	West|7|15-17	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971534	HJ200015-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	10	63	20	27	0	0	220	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971535	HJ200016-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	12	79	0	0	76	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971536	HJ200017-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	0	421	26	11	0	0	20	0	0	0	0	10	0	30	27	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0
SRR23971537	HJ200018-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	12	89	0	0	0	0	19	0	0	0	0	0	0	18	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971538	HJ200019-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	23	1507	44	0	0	0	16	0	0	0	0	411	0	61	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971539	HJ200020-20200112-1	market_metagenome	market_stall_wildlife	West|9|38	41	63	0	19	0	0	22	0	0	0	0	0	0	0	25	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971540	HJ200021-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	49	63	55	198	36	0	40	0	0	315	0	19	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971541	HJ200022-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	0	29	13	33	0	0	25	0	0	12	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971542	HJ200023-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	14	1694	18	16	0	0	22	0	0	0	0	82	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971543	1-29-23	market_metagenome	market_east_late	East|11|9	46	0	84	13	66	268	0	0	9	0	20	0	74	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	0	0	0
SRR23971544	7-26-BX	market_metagenome	market_west_late	West|7|26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971545	W-8-25-L2	market_metagenome	single_end_duplicate	West|8|25	37	11	74	0	40	16	0	2019	0	0	12	0	24	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
SRR23971546	7-26-PSW	market_metagenome	market_west_late	West|7|26	0	0	19	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971547	7-26-PSN	market_metagenome	market_west_late	West|7|26	0	7	74	61	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971548	7-26-DH	market_metagenome	market_west_late	West|7|26	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971549	8-25-BX	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971550	8-25-D_2	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971551	8-25-CK	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	20	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971552	8-25-M2	market_metagenome	market_825_late	West|8|25	208	0	0	0	0	0	0	79	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
SRR23971553	WS-3-1	sewage_metagenome	market_sewage_east	East|NA|NA	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971554	WS-4-1	sewage_metagenome	market_sewage_east	East|NA|NA	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971555	8-25-D1	market_metagenome	market_825_late	West|8|25	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971556	EWS-3#-2	sewage_metagenome	single_end_duplicate	East|NA|NA	16	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971557	8-25-D2	market_metagenome	market_825_late	West|8|25	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971558	8-25-Long	market_metagenome	market_825_late	West|8|25	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971559	Outside-5	other_metagenome	market_west_drain	West|5|NA	12	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971560	HXJMHL-1-2	not_market	non_market_sewage		19	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971561	JXRJ-1-1	not_market	non_market_sewage		8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971562	CSSQ-1-1	not_market	non_market_sewage		41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971563	CSSQ-1-2	not_market	non_market_sewage		28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971564	YCHC2-1-2	not_market	non_market_sewage		25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971565	YCHC2-1-3	not_market	non_market_sewage		21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971566	HXJC4-1-1	not_market	non_market_sewage		92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971567	A87	market_metagenome	market_west_Jan1	West|4|28	264	0	444	33	80	152	70	0	89	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971568	WWS-1#-2	sewage_metagenome	single_end_duplicate	West|NA|NA	35	0	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971569	A88	market_metagenome	market_west_Jan1	West|4|28	76	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971570	A90	market_metagenome	market_west_Jan1	West|4|26	15	0	0	0	4	8	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971571	A96	market_metagenome	market_west_Jan1	West|4|24	67	0	4	0	10	31	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971572	B17	market_metagenome	market_west_Jan1	West|15|44	681	0	0	0	70	507	0	0	111	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971573	B5	market_metagenome	market_west_Jan1	West|5|6-8	206	0	0	0	93	3588	0	0	4437	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
SRR23971574	D32	market_metagenome	market_west_Jan1	West|15|15	2222	0	0	0	354	531	0	0	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971575	E48	market_metagenome	market_east_Jan1	East|9|22	15	0	0	0	697	21	0	0	21693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
SRR23971576	E61	market_metagenome	market_east_Jan1	East|6|1-3	27	0	0	0	28	9	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971577	CCDC-746	market_metagenome	market_629_late	West|6|29	0	7	12	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971578	E7	market_metagenome	market_west_Jan1	West|2|5	1330	0	28	0	223	167	0	0	51	0	26	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0
SRR23971579	F100	market_metagenome	market_west_Jan1	West|4|X4-X6	3	0	0	0	4	38	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971580	F13	market_metagenome	market_west_Jan1	West|11|15	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971581	F46	market_metagenome	market_west_Jan1	West|2|24	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971582	F54	market_metagenome	market_west_Jan1	West|2|14	7	0	0	0	5	10	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971583	F98	market_metagenome	market_west_Jan1	West|4|X4-X6	607	0	0	0	38	19	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971584	1-27-33	market_metagenome	market_west_drain	West|6|29-33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971585	1-27-37	market_metagenome	market_west_drain	West|10|4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971586	1-29-4	market_metagenome	market_east_drain	East|4|5-7-9	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971587	8-25-D	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971588	CCDC-758	market_metagenome	market_825_late	West|8|25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971589	HJ200024-20200112-1	market_metagenome	market_stall_wildlife	West|9|35-37	18	234	54	53	0	0	118	0	0	0	0	21	0	20	48	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0
SRR23971590	WS-4-2	sewage_metagenome	market_sewage_east	East|NA|NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971591	F13	sars2_amplicon	market_west_Jan1	West|11|15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971592	wws-1#-0	sewage_metagenome	single_end_duplicate	West|1|NA	91	0	21	0	29	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971593	1-27-11	market_metagenome	single_end_duplicate	West|3|13	19	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
