Run	Lab code	Sample_category	Stall_corrected	Sample_Name	NC_053523.1 Gallus gallus	NC_022418.1 Anas poecilorhyncha	NC_012920.1 Homo sapiens	NC_013978.1 Columba livia	NC_013700.1 Nyctereutes procyonoides	NC_015526.1 Phasianus colchicus	NC_002008.4 Canis lupus	NC_030041.1 Ptyas mucosa	NC_001913.1 Oryctolagus cuniculus	NC_012095.1 Sus scrofa	NC_026063.1 Ovis orientalis	NC_021478.1 Rhizomys pruinosus	NC_018134.1 Ctenopharyngodon idella	KX964606.1 Erinaceus amurensis	NC_031447.1 Streptopelia orientalis	NC_003408.1 Coturnix japonica	NC_066925.1 Micropterus punctulatus	NC_015987.1 Siniperca knerii	NC_006853.1 Bos taurus	NC_011638.1 Rattus tanezumi	NC_015888.1 Tachysurus fulvidraco	NC_001700.1 Felis catus	NC_015236.1 Gallinula chloropus	NC_012901.1 Blattella germanica	NC_039888.1 Anser albifrons	NC_011389.1 Naja atra	NC_025316.1 Lepus sinensis	NC_015614.1 Pseudorasbora parva	NC_031332.1 Ruditapes philippinarum	NC_035976.1 Carassius auratus	NC_011075.1 Sinonovacula constricta	NC_062716.1 Lepidoglyphus destructor	KR866125.1 Capra hircus	JX978723.1 Channa argus	NC_056622.1 Mizuhopecten yessoensis	NC_003489.1 Ictalurus punctatus	NC_001960.1 Salmo salar	NC_011710.1 Larimichthys crocea	NC_004069.1 Muntiacus reevesi	NC_020645.1 Arctonyx collaris	NC_003192.1 Monopterus albus	NC_004926.1 Andrias davidianus	NC_018367.1 Marmota himalayana	NC_062715.1 Blomia tropicalis	KR816507.1 Hystrix brachyura	NC_028049.1 Ptyas dhumnades	NC_009626.1 Penaeus vannamei	NC_029215.1 Calliphora chinghaiensis	NC_049858.1 Ctenocephalides felis	NC_008066.1 Chlorocebus sabaeus	NC_015073.1 Macrobrachium nipponense	NC_014866.1 Silurus meridionalis	KX585864.1 Accipiter gularis	NC_013183.1 Scophthalmus maximus	NC_026079.1 Tyrophagus putrescentiae	KX641475.1 Uranoscopus tosae	NC_035866.1 Myocastor coypus	NC_005037.1 Portunus trituberculatus	NC_023823.1 Neocaridina denticulata	NC_007895.1 Sepia officinalis	NC_023839.1 Liposcelis decolor	NC_008434.1 Vulpes vulpes	NC_012569.1 Scylla olivacea	JX534239.1 Harpadon nehereus	NC_060839.1 Clogmia albipunctata	NC_023803.1 Paramisgurnus dabryanus	NC_068236.1 Pelodiscus sinensis	NC_048990.1 Carpoglyphus lactis	NC_028229.1 Strongyloides venezuelensis	NC_026529.1 Vulpes lagopus	NC_029403.1 Paguma larvata	NC_056403.1 Ophichthys cuchia	NC_024586.1 Pomacea canaliculata	MN400429.1 Melogale moschata	NC_008140.1 Podiceps cristatus	NC_048988.1 Abbottina binhi	NC_020338.1 Luciobarbus capito	NC_031362.1 Haliotis discus	NC_024559.1 Lycodon rufozonatus	NC_024927.1 Anadara sativa	NC_016956.1 Periplaneta americana	NC_018549.1 Blattella bisignata	NC_020637.1 Mustela sibirica	NC_025504.1 Liposcelis entomophila	NC_025503.1 Liposcelis entomophila	NC_005292.1 Haemaphysalis flava	NC_008644.1 Hemibarbus barbus	NC_006880.1 Macrobrachium rosenbergii	NC_013184.1 Dermatophagoides farinae	NC_020046.1 Epinephelus fuscoguttatus	NC_046756.1 Epophthalmia elegans	NC_056354.1 Alectryonella plicatula	NC_023258.1 Pampus echinogaster	NC_001640.1 Equus caballus	OM736804.1 Monopterus albus	NC_013246.1 Charybdis japonica	NC_004419.1 Polyodon spathula	AP011213.1 Elopichthys bambusa	NC_038207.1 Histiostoma feroniarum	NC_021763.1 Micropercops swinhonis	NC_027503.1 Pomacea maculata	NC_014809.1 Meretrix lusoria	NC_009687.1 Argopecten irradians	NC_006295.1 Bubalus carabanensis	NC_027961.1 Plodia interpunctella	NC_007439.1 Lates calcarifer	NC_022707.1 Trachinotus ovatus	NC_024103.1 Botrylloides leachii	NC_006992.1 Eriocheir sinensis	NC_036351.1 Amphioctopus marginatus	CM045469.1 Aix galericulata	NC_030633.1 Mytilus chilensis	NC_003128.3 Buteo buteo	NC_036948.1 Channa gachua	NC_061250.1 Spirometra ranarum	NC_048487.1 Mercenaria mercenaria	NC_047480.1 Benthosema pterotum	NC_022721.1 Rhodeus sinensis	NC_014342.1 Oratosquilla oratoria	NC_023253.1 Physella acuta	NC_038219.1 Bubo bubo	NC_007691.1 Cygnus columbianus	NC_035106.1 Diploscapter coronatus	NC_067498.1 Chortoglyphus arcuatus	NC_010773.1 Toxocara cati	NC_024751.1 Caridina gracilipes	NC_002355.1 Bombyx mori	NC_024733.1 Mytilus coruscus	NC_020585.1 Alectoris chukar	NC_065213.1 Eisenia fetida	NC_010197.1 Bugula neritina	NC_028725.1 Tyrophagus longior	NC_020048.1 Bufo tibetanus	NC_030518.1 Echinochasmus japonicus	NC_009579.1 Coilia nasus	NC_069637.1 Hystrix indica	NC_020028.1 Atrina pectinata	NC_059757.1 Eophileurus chinensis	NC_027605.1 Elaphe schrenckii	NC_016420.1 Scomberomorus niphonius	NC_041412.1 Dasyhippus barbipes	NC_029252.1 Rhinogobius cliffordpopei	NC_005033.1 Hemiechinus auritus	NC_013568.1 Rotaria rotatoria	NC_000933.1 Metridium senile	NC_013434.1 Oryzias sinensis	NC_011626.1 Takifugu obscurus	NC_042168.1 Trichiurus haumela	NC_025923.1 Botaurus stellaris	NC_039104.1 Rhizomys sumatrensis	NC_041647.1 Jaydia lineata	NC_023080.1 Babylonia areolata	NC_013815.1 Metastrongylus salmi	NC_018536.1 Galba pervia	NC_025580.1 Accipiter nisus	NC_009711.1 Reinhardtius hippoglossoides	JX181763.1 Hoplobatrachus rugulosus	NC_051486.1 Monomorium pharaonis	NC_014861.1 Rattus tunneyi	NC_012389.1 Rattus exulans	NC_025521.1 Scolopax rusticola	NC_021469.1 Ascidiella aspersa	NC_030764.1 Sitophilus zeamais	NC_024939.1 Prochilodus lineatus	NC_026124.1 Rhizomys sinensis	NC_029755.1 Neoscona nautica	NC_046036.1 Carpophilus dimidiatus	NC_025500.1 Fulica atra	NC_026709.1 Sinobdella sinensis	NC_024430.1 Paracanthobrama guichenoti	NC_023828.1 Lophius litulon	NC_015101.1 Mauremys megalocephala	NC_008449.1 Plectropomus leopardus	NC_036369.1 Otocyon megalotis	LC541478.1 Columba janthina	NC_006076.1 Periplaneta fuliginosa	NC_034296.1 Glaucidium cuculoides	NC_029771.1 Danio albolineatus	NC_016870.1 Seriola dumerili	NC_056780.1 Acanthopagrus latus	NC_022854.1 Misgurnus bipartitus	NC_061975.1 Parasitus fimetorum	NC_025637.1 Vanellus vanellus	NC_030603.1 Copsychus saularis	NC_029457.1 Metapenaeopsis dalei	NC_026082.1 Accipiter virgatus	NC_025225.1 Channa asiatica	NC_014295.1 Apis cerana	NC_048989.1 Columba hodgsonii	NC_023453.1 Protaetia brevitarsis	MF804538.1 Channa lucius	NC_026712.1 Pseudolaubuca sinensis
SRR23971445	629-5-L4	market_629_late	West|6|29	SRR23971445	0	556	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971446	w-6-29-33	market_west_drain	West|6|29-33	SRR23971446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971447	629-8-L7	market_629_late	West|6|29	SRR23971447	1349	1238	0	1460	0	1321	0	0	2166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971448	Q37	market_825	West|8|25	SRR23971448	6696	4414	11237	529	0	0	0	13847	0	0	1091	0	0	6264	0	0	0	0	0	0	0	0	7952	14337	0	14996	7325	5351	0	663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	2662	0	0	0	0	0	0	1708	0	0	0	0	0	0	0	0	0	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971449	Q61	market_629_Jan12	West|6|29-31-33	SRR23971449	14633	15114	795	986	15895	4142	13349	8380	7372	0	528	10458	0	6810	472	0	902	0	0	450	0	0	0	0	0	0	834	0	0	0	1982	562	0	0	0	0	0	0	3336	2571	0	1307	10744	0	2274	0	0	0	0	0	0	0	0	0	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971450	Q64	market_629_Jan12	West|6|29-31-33	SRR23971450	7894	6760	1738	2294	4716	4859	5653	0	5297	731	0	3658	0	1727	832	0	0	0	0	5387	0	0	0	0	0	888	515	0	0	0	704	966	0	0	0	0	0	0	0	0	0	0	4572	0	1108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971451	Q68	market_629_Jan12	West|6|29-31-33	SRR23971451	7753	6366	5135	5463	1094	11537	7328	0	7219	0	0	6351	0	2231	2063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664	1070	0	0	5213	0	0	525	0	0	0	0	0	0	0	536	0	0	0	0	0	0	0	0	0	0	0	0	0	1060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971452	629-11-L	market_629_late	West|6|29	SRR23971452	1160	3784	902	0	0	2012	0	0	1451	0	0	0	0	0	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971453	Q69	market_629_Jan12	West|6|29-31-33	SRR23971453	4064	764	1285	0	1064	1751	14633	787	686	0	0	816	0	2612	560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971454	Q70	market_629_Jan12	West|6|29-31-33	SRR23971454	3817	1902	498	934	818	2672	2984	1909	1938	0	0	778	0	0	0	0	0	0	0	816	0	0	0	0	0	526	0	0	0	0	0	3830	0	0	0	0	0	0	0	0	0	0	0	0	14904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971455	1-29-8	market_east_drain	East|5|11	SRR23971455	0	0	3989	0	0	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	499	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971456	8-25-M1	market_825_late	West|8|25	SRR23971456	1171	0	465	0	0	0	0	4734	0	0	0	0	0	3810	0	0	0	0	0	4914	0	0	0	885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971457	WS-1-1	market_sewage_west	West|NA|NA	SRR23971457	647	749	1751	0	0	0	0	0	0	0	0	0	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971458	WS-2-1	market_sewage_west	West|NA|NA	SRR23971458	0	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971459	WS-2-3	market_sewage_west	West|NA|NA	SRR23971459	0	0	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971460	CSSQ-1-3	non_market_sewage		SRR23971460	0	517	7139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971461	W-8-25-D1	market_825_late	West|8|25	SRR23971461	9708	2517	5815	1720	602	0	1336	13430	1301	1525	2699	0	0	11949	0	4094	0	0	473	11924	0	1204	645	14234	0	1303	0	0	0	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8529	0	0	0	0	0	0	0	0	0	442	0	0	0	0	0	0	0	0	1444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1733	1417	0	0	877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971462	W-8-25-D2	market_825_late	West|8|25	SRR23971462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971463	HJ200025-20200112-1	market_stall_wildlife	West|9|35-37	SRR23971463	2015	6658	826	645	1132	7876	557	0	1258	0	0	1307	0	0	1033	550	0	0	0	559	0	0	2594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971464	HJ200026-20200112-1	market_stall_wildlife	West|9|35-37	SRR23971464	4964	8492	1194	3172	5720	10119	2047	645	5556	516	0	1742	0	4464	4825	0	0	0	0	8857	0	0	1987	0	0	0	3975	0	0	0	0	0	0	0	0	0	0	0	2920	895	0	0	0	0	0	0	0	0	0	0	0	644	658	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971465	HJ200027-20200112-1	market_stall_wildlife	West|9|35-37	SRR23971465	2011	14501	602	12766	3942	8555	1498	0	531	0	0	1611	0	0	9621	0	0	0	470	0	0	0	1438	0	0	516	1408	0	0	0	0	0	430	0	0	0	0	0	817	0	0	0	0	0	0	0	0	0	0	0	0	0	1195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0
SRR23971466	HJ200028-20200112-1	market_stall_wildlife	West|9|35-37	SRR23971466	0	11110	0	6594	516	10410	0	0	473	0	0	726	0	0	4897	0	0	0	0	6321	0	0	603	0	0	0	0	0	0	0	0	1027	0	0	0	0	0	0	0	0	0	0	0	10035	0	0	0	0	0	0	0	0	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971467	HJ200029-20200112-1	market_stall_wildlife	West|9|35-37	SRR23971467	0	5841	0	1049	0	1097	0	0	0	816	0	0	0	0	1031	0	0	0	0	590	0	0	0	0	1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SRR23971468	HJ200030-20200112-1	market_stall_wildlife	West|9|35-37	SRR23971468	14624	14088	3779	4833	6141	13528	1884	0	7105	1305	0	8467	1205	1031	9290	480	0	0	0	2520	1086	0	2592	0	2194	0	1334	0	0	0	0	13487	0	0	0	0	0	0	0	1057	0	0	0	12092	0	0	0	0	0	0	0	0	1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1511	0	0	0	0	0	0	1268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
