Lab code	Sample ID	Sampling date	Sample_location	Street No.	Vendor No.	edge_case	Stall_corrected	Stall_corrected_merged	Sample type	Sample information	SARS-CoV-2 qPCR result	Latitude	Longitude	Stall_corrected_latitude	Stall_corrected_longitude	Stall_merged_latitude	Stall_merged_longitude
F66	Env_0366	01/01/2020	West	2	5-7		West|2|5-7	West|2|5-7	Environmental swab	Ground	Negative	30.619252	114.256994	30.619252	114.256994555556	30.6192522857143	114.256995071429
F59	Env_0359	01/01/2020	West	2	6-8		West|2|6-8	West|2|6-8	Environmental swab	Roller shutter	Negative	30.619305	114.256977	30.619305	114.256977	30.619305	114.256977
F60	Env_0360	01/01/2020	West	2	6-8		West|2|6-8	West|2|6-8	Environmental swab	Ground	Negative	30.619305	114.256977	30.619305	114.256977	30.619305	114.256977
F61	Env_0361	01/01/2020	West	2	6-8		West|2|6-8	West|2|6-8	Environmental swab	Roller shutter	Negative	30.619305	114.256977	30.619305	114.256977	30.619305	114.256977
F62	Env_0362	01/01/2020	West	2	6-8		West|2|6-8	West|2|6-8	Environmental swab	Ground	Negative	30.619305	114.256977	30.619305	114.256977	30.619305	114.256977
E10	Env_0224	01/01/2020	West	2	7		West|2|7	West|2|5-7	Environmental swab	Surface of the door	Negative	30.619249	114.256978	30.619249	114.256978	30.6192522857143	114.256995071429
E11	Env_0225	01/01/2020	West	2	7		West|2|7	West|2|5-7	Environmental swab	Ground	Negative	30.619249	114.256978	30.619249	114.256978	30.6192522857143	114.256995071429
D10	Env_0191	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Clothe	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D11	Env_0192	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Seafood cardboard box	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D12	Env_0193	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Surface of foam box	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D13	Env_0194	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Environmental swab	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D14	Env_0195	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Stair handrail	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D15	Env_0196	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Outside surface of refrigerator	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D16	Env_0197	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Surface of chair	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D17	Env_0198	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Basket	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D8	Env_0189	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Cashier	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
D9	Env_0190	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Scale	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
E2	Env_0216	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Surface of the door	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
E3	Env_0217	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Ground	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
E4	Env_0218	01/01/2020	West	2	9-11		West|2|9-11	West|2|9-11-13	Environmental swab	Trash cans	Negative	30.619237	114.256935	30.619237	114.256935	30.6192366842105	114.256930578947
F47	Env_0347	01/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Roller shutter	Negative	30.619236	114.256921	30.619236	114.256921	30.6192366842105	114.256930578947
F48	Env_0348	01/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Ground	Negative	30.619236	114.256921	30.619236	114.256921	30.6192366842105	114.256930578947
F49	Env_0349	01/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Roller shutter	Negative	30.619236	114.256921	30.619236	114.256921	30.6192366842105	114.256930578947
F50	Env_0350	01/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Ground	Negative	30.619236	114.256921	30.619236	114.256921	30.6192366842105	114.256930578947
F51	Env_0351	01/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Roller shutter	Negative	30.619236	114.256921	30.619236	114.256921	30.6192366842105	114.256930578947
F52	Env_0352	01/01/2020	West	2	9-11-13		West|2|9-11-13	West|2|9-11-13	Environmental swab	Ground	Negative	30.619236	114.256921	30.619236	114.256921	30.6192366842105	114.256930578947
E1	Env_0215	01/01/2020	West	2			West|2|NA	West|2|NA	Environmental swab	Door surface	Negative						
F87	Env_0387	01/01/2020	West	2	X2-X4		West|2|X2-X4	West|2|X2-X4	Environmental swab	Roller shutter	Negative	30.61934	114.25712	30.61934	114.25712	30.61934	114.25712
F88	Env_0388	01/01/2020	West	2	X2-X4		West|2|X2-X4	West|2|X2-X4	Environmental swab	Ground	Negative	30.61934	114.25712	30.61934	114.25712	30.61934	114.25712
F89	Env_0389	01/01/2020	West	2	X2-X4		West|2|X2-X4	West|2|X2-X4	Environmental swab	Roller shutter	Negative	30.61934	114.25712	30.61934	114.25712	30.61934	114.25712
F90	Env_0390	01/01/2020	West	2	X2-X4		West|2|X2-X4	West|2|X2-X4	Environmental swab	Ground	Negative	30.61934	114.25712	30.61934	114.25712	30.61934	114.25712
F83	Env_0383	01/01/2020	West	2	X3-X1		West|2|X3-X1	West|2|X5-X3-X1	Environmental swab	Roller shutter	Negative	30.619286	114.257138	30.619286	114.257138	30.619283	114.2571235
F84	Env_0384	01/01/2020	West	2	X3-X1		West|2|X3-X1	West|2|X5-X3-X1	Environmental swab	Ground	Negative	30.619286	114.257138	30.619286	114.257138	30.619283	114.2571235
F85	Env_0385	01/01/2020	West	2	X3-X1		West|2|X3-X1	West|2|X5-X3-X1	Environmental swab	Roller shutter	Negative	30.619286	114.257138	30.619286	114.257138	30.619283	114.2571235
F86	Env_0386	01/01/2020	West	2	X3-X1		West|2|X3-X1	West|2|X5-X3-X1	Environmental swab	Ground	Negative	30.619286	114.257138	30.619286	114.257138	30.619283	114.2571235
F79	Env_0379	01/01/2020	West	2	X4-X6		West|2|X4-X6	West|2|X4-X6	Environmental swab	Roller shutter	Negative	30.619333	114.257092	30.619333	114.257092	30.619333	114.257092
F80	Env_0380	01/01/2020	West	2	X4-X6		West|2|X4-X6	West|2|X4-X6	Environmental swab	Ground	Negative	30.619333	114.257092	30.619333	114.257092	30.619333	114.257092
F81	Env_0381	01/01/2020	West	2	X4-X6		West|2|X4-X6	West|2|X4-X6	Environmental swab	Roller shutter	Negative	30.619333	114.257092	30.619333	114.257092	30.619333	114.257092
F82	Env_0382	01/01/2020	West	2	X4-X6		West|2|X4-X6	West|2|X4-X6	Environmental swab	Ground	Negative	30.619333	114.257092	30.619333	114.257092	30.619333	114.257092
F75	Env_0375	01/01/2020	West	2	X5-X3		West|2|X5-X3	West|2|X5-X3-X1	Environmental swab	Roller shutter	Negative	30.61928	114.257109	30.61928	114.257109	30.619283	114.2571235
F76	Env_0376	01/01/2020	West	2	X5-X3		West|2|X5-X3	West|2|X5-X3-X1	Environmental swab	Ground	Negative	30.61928	114.257109	30.61928	114.257109	30.619283	114.2571235
F77	Env_0377	01/01/2020	West	2	X5-X3		West|2|X5-X3	West|2|X5-X3-X1	Environmental swab	Roller shutter	Negative	30.61928	114.257109	30.61928	114.257109	30.619283	114.2571235
F78	Env_0378	01/01/2020	West	2	X5-X3		West|2|X5-X3	West|2|X5-X3-X1	Environmental swab	Ground	Negative	30.61928	114.257109	30.61928	114.257109	30.619283	114.2571235
F105	Env_0405	01/01/2020	West	4	1		West|4|1	West|4|1	Environmental swab	Roller shutter	Negative	30.619428	114.257013	30.619428	114.257013	30.619428	114.257013
F106	Env_0406	01/01/2020	West	4	1		West|4|1	West|4|1	Environmental swab	Ground	Negative	30.619428	114.257013	30.619428	114.257013	30.619428	114.257013
A114	Env_0114	01/01/2020	West	4	10		West|4|10	West|4|10	Environmental swab	Surface of the door	Negative	30.619451	114.256881	30.619451	114.256881	30.619451	114.256881
A115	Env_0115	01/01/2020	West	4	10		West|4|10	West|4|10	Environmental swab	Ground	Negative	30.619451	114.256881	30.619451	114.256881	30.619451	114.256881
A110	Env_0110	01/01/2020	West	4	11-13		West|4|11-13	West|4|11-13	Environmental swab	Surface of the door	Negative	30.619389	114.256854	30.619389	114.256854	30.619389	114.256854
A111	Env_0111	01/01/2020	West	4	11-13		West|4|11-13	West|4|11-13	Environmental swab	Ground	Negative	30.619389	114.256854	30.619389	114.256854	30.619389	114.256854
A112	Env_0112	01/01/2020	West	4	12-14		West|4|12-14	West|4|12-14	Environmental swab	Surface of the door	Negative	30.619439	114.256839	30.619439	114.256839	30.619439	114.256839
A113	Env_0113	01/01/2020	West	4	12-14		West|4|12-14	West|4|12-14	Environmental swab	Ground	Negative	30.619439	114.256839	30.619439	114.256839	30.619439	114.256839
A103	Env_0103	01/01/2020	West	4	15-17		West|4|15-17	West|4|15-17	Environmental swab	Water in fishbowl	Negative	30.619376	114.256796	30.619376	114.256796	30.619376	114.256796
A104	Env_0104	01/01/2020	West	4	15-17		West|4|15-17	West|4|15-17	Environmental swab	Cashier	Negative	30.619376	114.256796	30.619376	114.256796	30.619376	114.256796
A105	Env_0105	01/01/2020	West	4	15-17		West|4|15-17	West|4|15-17	Environmental swab	Basket	Negative	30.619376	114.256796	30.619376	114.256796	30.619376	114.256796
A106	Env_0106	01/01/2020	West	4	15-17		West|4|15-17	West|4|15-17	Environmental swab	Ground	Negative	30.619376	114.256796	30.619376	114.256796	30.619376	114.256796
A107	Env_0107	01/01/2020	West	4	15-17		West|4|15-17	West|4|15-17	Environmental swab	Surface of the door	Negative	30.619376	114.256796	30.619376	114.256796	30.619376	114.256796
A108	Env_0108	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Surface of the door	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
A109	Env_0109	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Ground	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C18	Env_0156	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Food container	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C19	Env_0157	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Food container	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C20	Env_0158	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Scale	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C21	Env_0159	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Table top	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C22	Env_0160	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Sewage	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C23	Env_0161	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Wall	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
C24	Env_0162	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Ground	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
D33	Env_0214	01/01/2020	West	4	16-18		West|4|16-18	West|4|16-18	Environmental swab	Scale	Negative	30.619427	114.256781	30.619427	114.256781	30.619427	114.256781
A101	Env_0101	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Surface of the door	Positive	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
A102	Env_0102	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Ground	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C10	Env_0148	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Water in fishbowl	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C11	Env_0149	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Food container	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C12	Env_0150	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Food container	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C13	Env_0151	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Ground	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C14	Env_0152	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Scale	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C15	Env_0153	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Ground	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C16	Env_0154	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Water	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
C17	Env_0155	01/01/2020	West	4	19		West|4|19	West|4|19	Environmental swab	Wall	Negative	30.619365	114.256753	30.619365	114.256753	30.619365	114.256753
F107	Env_0407	01/01/2020	West	4	2-4		West|4|2-4	West|4|2-4	Environmental swab	Roller shutter	Negative	30.619476	114.256983	30.619476	114.256983	30.619476	114.256983
F108	Env_0408	01/01/2020	West	4	2-4		West|4|2-4	West|4|2-4	Environmental swab	Ground	Negative	30.619476	114.256983	30.619476	114.256983	30.619476	114.256983
F109	Env_0409	01/01/2020	West	4	2-4		West|4|2-4	West|4|2-4	Environmental swab	Roller shutter	Negative	30.619476	114.256983	30.619476	114.256983	30.619476	114.256983
F110	Env_0410	01/01/2020	West	4	2-4		West|4|2-4	West|4|2-4	Environmental swab	Ground	Negative	30.619476	114.256983	30.619476	114.256983	30.619476	114.256983
A10	Env_0010	01/01/2020	West	4	20		West|4|20	West|4|20	Environmental swab	Surface of the door	Negative	30.619419	114.256738	30.61941825	114.256738	30.61941825	114.256738
A8	Env_0008	01/01/2020	West	4	20		West|4|20	West|4|20	Environmental swab	Cashier	Negative	30.619419	114.256738	30.61941825	114.256738	30.61941825	114.256738
A9	Env_0009	01/01/2020	West	4	20		West|4|20	West|4|20	Environmental swab	Surface of packing bag	Negative	30.619419	114.256738	30.61941825	114.256738	30.61941825	114.256738
C8	Env_0146	01/01/2020	West	4	20		West|4|20	West|4|20	Environmental swab	Surface of food	Negative	30.619416	114.256738	30.61941825	114.256738	30.61941825	114.256738
A100	Env_0100	01/01/2020	West	4	21		West|4|21	West|4|21	Environmental swab	Ground	Negative	30.619357	114.256723	30.619357	114.256723	30.619357	114.256723
A99	Env_0099	01/01/2020	West	4	21		West|4|21	West|4|21	Environmental swab	Surface of the door	Negative	30.619357	114.256723	30.619357	114.256723	30.619357	114.256723
A97	Env_0097	01/01/2020	West	4	22		West|4|22	West|4|22	Environmental swab	Surface of the door	Negative	30.619411	114.256708	30.619411	114.256708	30.619411	114.256708
A98	Env_0098	01/01/2020	West	4	22		West|4|22	West|4|22	Environmental swab	Ground	Negative	30.619411	114.256708	30.619411	114.256708	30.619411	114.256708
A93	Env_0093	01/01/2020	West	4	23		West|4|23	West|4|23	Environmental swab	Surface of the door	Negative	30.619353	114.256695	30.619353	114.256695	30.619353	114.256695
A94	Env_0094	01/01/2020	West	4	23		West|4|23	West|4|23	Environmental swab	Ground	Negative	30.619353	114.256695	30.619353	114.256695	30.619353	114.256695
A95	Env_0095	01/01/2020	West	4	24		West|4|24	West|4|24	Environmental swab	Surface of the door	Negative	30.619404	114.256681	30.619404	114.256681	30.619404	114.256681
A96	Env_0096	01/01/2020	West	4	24		West|4|24	West|4|24	Environmental swab	Ground	Positive	30.619404	114.256681	30.619404	114.256681	30.619404	114.256681
A11	Env_0011	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Water in fishbowl	Negative	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A12	Env_0012	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Surface of mushroom	Negative	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A13	Env_0013	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Surface of food	Negative	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A14	Env_0014	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Surface of packing bag for hairtail	Positive	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A15	Env_0015	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Surface of the door	Positive	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A89	Env_0089	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Surface of the door	Negative	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A90	Env_0090	01/01/2020	West	4	26		West|4|26	West|4|26	Environmental swab	Ground	Positive	30.619371	114.256595	30.619371	114.256595	30.619371	114.256595
A87	Env_0087	01/01/2020	West	4	28		West|4|28	West|4|28	Environmental swab	Surface of the door	Positive	30.619363	114.25656	30.619363	114.25656	30.619363	114.25656
A88	Env_0088	01/01/2020	West	4	28		West|4|28	West|4|28	Environmental swab	Ground	Positive	30.619363	114.25656	30.619363	114.25656	30.619363	114.25656
F111	Env_0411	01/01/2020	West	4	3		West|4|3	West|4|3	Environmental swab	Roller shutter	Negative	30.619422	114.256984	30.619422	114.256984	30.619422	114.256984
F112	Env_0412	01/01/2020	West	4	3		West|4|3	West|4|3	Environmental swab	Ground	Negative	30.619422	114.256984	30.619422	114.256984	30.619422	114.256984
A91	Env_0091	01/01/2020	West	4	30		West|4|30	West|4|30	Environmental swab	Surface of the door	Negative	30.619353	114.256522	30.619353	114.256522	30.619353	114.256522
A92	Env_0092	01/01/2020	West	4	30		West|4|30	West|4|30	Environmental swab	Ground	Negative	30.619353	114.256522	30.619353	114.256522	30.619353	114.256522
F115	Env_0415	01/01/2020	West	4	5		West|4|5	West|4|5	Environmental swab	Roller shutter	Negative	30.619413	114.256956	30.619413	114.256956	30.619413	114.256956
F116	Env_0416	01/01/2020	West	4	5		West|4|5	West|4|5	Environmental swab	Ground	Negative	30.619413	114.256956	30.619413	114.256956	30.619413	114.256956
F113	Env_0413	01/01/2020	West	4	6		West|4|6	West|4|6	Environmental swab	Roller shutter	Negative	30.619465	114.25694	30.619465	114.25694	30.619465	114.25694
F114	Env_0414	01/01/2020	West	4	6		West|4|6	West|4|6	Environmental swab	Ground	Negative	30.619465	114.25694	30.619465	114.25694	30.619465	114.25694
A118	Env_0118	01/01/2020	West	4	7		West|4|7	West|4|7	Environmental swab	Surface of the door	Negative	30.619407	114.256926	30.619407	114.256926	30.619407	114.256926
A119	Env_0119	01/01/2020	West	4	7		West|4|7	West|4|7	Environmental swab	Ground	Negative	30.619407	114.256926	30.619407	114.256926	30.619407	114.256926
A120	Env_0120	01/01/2020	West	4	8		West|4|8	West|4|8	Environmental swab	Surface of the door	Negative	30.619457	114.256911	30.619457	114.256911	30.619457	114.256911
A121	Env_0121	01/01/2020	West	4	8		West|4|8	West|4|8	Environmental swab	Ground	Negative	30.619457	114.256911	30.619457	114.256911	30.619457	114.256911
A116	Env_0116	01/01/2020	West	4	9		West|4|9	West|4|9	Environmental swab	Surface of the door	Negative	30.619401	114.256897	30.619401	114.256897	30.619401	114.256897
A117	Env_0117	01/01/2020	West	4	9		West|4|9	West|4|9	Environmental swab	Ground	Negative	30.619401	114.256897	30.619401	114.256897	30.619401	114.256897
C9	Env_0147	01/01/2020	West	4			West|4|NA	West|4|NA	Environmental swab	Surface of the door	Negative						
F91	Env_0391	01/01/2020	West	4	X1-X3		West|4|X1-X3	West|4|X1-X3-X5	Environmental swab	Roller shutter	Negative	30.619442	114.257086	30.619442	114.257086	30.619439	114.2570715
F92	Env_0392	01/01/2020	West	4	X1-X3		West|4|X1-X3	West|4|X1-X3-X5	Environmental swab	Ground	Negative	30.619442	114.257086	30.619442	114.257086	30.619439	114.2570715
F93	Env_0393	01/01/2020	West	4	X1-X3		West|4|X1-X3	West|4|X1-X3-X5	Environmental swab	Roller shutter	Negative	30.619442	114.257086	30.619442	114.257086	30.619439	114.2570715
F94	Env_0394	01/01/2020	West	4	X1-X3		West|4|X1-X3	West|4|X1-X3-X5	Environmental swab	Ground	Negative	30.619442	114.257086	30.619442	114.257086	30.619439	114.2570715
F95	Env_0395	01/01/2020	West	4	X2		West|4|X2	West|4|X2	Environmental swab	Roller shutter	Negative	30.6195	114.257083	30.6195	114.257083	30.6195	114.257083
F96	Env_0396	01/01/2020	West	4	X2		West|4|X2	West|4|X2	Environmental swab	Ground	Negative	30.6195	114.257083	30.6195	114.257083	30.6195	114.257083
F101	Env_0401	01/01/2020	West	4	X3-X5		West|4|X3-X5	West|4|X1-X3-X5	Environmental swab	Roller shutter	Negative	30.619436	114.257057	30.619436	114.257057	30.619439	114.2570715
F102	Env_0402	01/01/2020	West	4	X3-X5		West|4|X3-X5	West|4|X1-X3-X5	Environmental swab	Ground	Negative	30.619436	114.257057	30.619436	114.257057	30.619439	114.2570715
F103	Env_0403	01/01/2020	West	4	X3-X5		West|4|X3-X5	West|4|X1-X3-X5	Environmental swab	Roller shutter	Negative	30.619436	114.257057	30.619436	114.257057	30.619439	114.2570715
F104	Env_0404	01/01/2020	West	4	X3-X5		West|4|X3-X5	West|4|X1-X3-X5	Environmental swab	Ground	Negative	30.619436	114.257057	30.619436	114.257057	30.619439	114.2570715
C25	Env_0163	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Surface of packing bag for food	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C26	Env_0164	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Food package in refrigerator	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C27	Env_0165	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Food package in refrigerator	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C28	Env_0166	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Food container	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C29	Env_0167	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Wall	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C30	Env_0168	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Scale	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C31	Env_0169	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Ground	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C32	Env_0170	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Table top	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C33	Env_0171	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Outside surface of refrigerator	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
C34	Env_0172	01/01/2020	West	4	X4-X6		West|4|X4-X6	West|4|X4-X6	Environmental swab	Sewage on floor	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
F100	Env_0400	01/01/2020	West	4	X6-X4	Was coded backwards	West|4|X4-X6	West|4|X4-X6	Environmental swab	Ground	Positive	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
F97	Env_0397	01/01/2020	West	4	X6-X4	Was coded backwards	West|4|X4-X6	West|4|X4-X6	Environmental swab	Roller shutter	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
F98	Env_0398	01/01/2020	West	4	X6-X4	Was coded backwards	West|4|X4-X6	West|4|X4-X6	Environmental swab	Ground	Positive	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
F99	Env_0399	01/01/2020	West	4	X6-X4	Was coded backwards	West|4|X4-X6	West|4|X4-X6	Environmental swab	Roller shutter	Negative	30.619489	114.25704	30.619489	114.25704	30.619489	114.25704
B1	Env_0122	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Cart	Negative	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
B2	Env_0123	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Water in fishbowl	Negative	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
B3	Env_0124	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Cashier	Negative	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
B4	Env_0125	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Basket	Negative	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
B5	Env_0126	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Ground	Positive	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
B6	Env_0127	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Knief	Negative	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
B7	Env_0128	01/01/2020	West	5	6-8		West|5|6-8	West|5|6-8	Environmental swab	Fishbow	Negative	30.619542	114.256901	30.619542	114.256901	30.619542	114.256901
A72	Env_0072	01/01/2020	West	6	8		West|6|8	West|6|8	Environmental swab	Surface of the door	Negative	30.619617	114.25686	30.619617	114.25686	30.619617	114.25686
A73	Env_0073	01/01/2020	West	6	8		West|6|8	West|6|8	Environmental swab	Ground	Negative	30.619617	114.25686	30.619617	114.25686	30.619617	114.25686
A74	Env_0074	01/01/2020	West	7	1-3		West|7|1-3	West|7|1-3	Environmental swab	Surface of the door	Negative	30.619659	114.256925	30.619659	114.256925	30.619659	114.256925
A75	Env_0075	01/01/2020	West	7	1-3		West|7|1-3	West|7|1-3	Environmental swab	Ground	Negative	30.619659	114.256925	30.619659	114.256925	30.619659	114.256925
A68	Env_0068	01/01/2020	West	7	10		West|7|10	West|7|10	Environmental swab	Surface of the door	Negative	30.619688	114.256808	30.619688	114.256808	30.619688	114.256808
A69	Env_0069	01/01/2020	West	7	10		West|7|10	West|7|10	Environmental swab	Ground	Negative	30.619688	114.256808	30.619688	114.256808	30.619688	114.256808
A3	Env_0003	01/01/2020	West	7	11-13		West|7|11-13	West|7|11-13	Environmental swab	Surface of the door	Negative	30.619627	114.256779	30.619627	114.256779	30.619627	114.256779
A4	Env_0004	01/01/2020	West	7	11-13		West|7|11-13	West|7|11-13	Environmental swab	Surface of the door	Negative	30.619627	114.256779	30.619627	114.256779	30.619627	114.256779
A64	Env_0064	01/01/2020	West	7	11-13		West|7|11-13	West|7|11-13	Environmental swab	Surface of the door	Negative	30.619627	114.256779	30.619627	114.256779	30.619627	114.256779
A65	Env_0065	01/01/2020	West	7	11-13		West|7|11-13	West|7|11-13	Environmental swab	Ground	Negative	30.619627	114.256779	30.619627	114.256779	30.619627	114.256779
A66	Env_0066	01/01/2020	West	7	12-14		West|7|12-14	West|7|12-14	Environmental swab	Surface of the door	Negative	30.619677	114.256765	30.619677	114.256765	30.619677	114.256765
